product_id,brand,category,price,price_category,popularity_score,conversion_rate,view,cart,purchase
1801544,lg,electronics.video.tv,638.11,luxury,33,0.043478260869565216,19,3,1
1005163,xiaomi,electronics.smartphone,295.76,luxury,33,0.034482758620689655,28,0,1
26201253,lucente,unknown,121.5,premium,33,0.034482758620689655,28,0,1
1801762,artel,electronics.video.tv,205.27,premium,33,0.034482758620689655,28,0,1
1005162,xiaomi,electronics.smartphone,295.76,luxury,33,0.0,33,0,0
1005167,xiaomi,electronics.smartphone,321.5,luxury,33,0.0,33,0,0
3700412,thomas,appliances.environment.vacuum,334.6,luxury,33,0.0,33,0,0
15100344,bts,unknown,403.33,luxury,33,0.0,33,0,0
14701532,unknown,furniture.living_room.cabinet,154.42,premium,33,0.0,33,0,0
3700580,thomas,appliances.environment.vacuum,332.7,luxury,33,0.0,33,0,0
5100852,apple,electronics.clocks,603.49,luxury,33,0.034482758620689655,28,0,1
3700554,karcher,appliances.environment.vacuum,821.12,luxury,33,0.0,33,0,0
1004965,oppo,electronics.smartphone,952.37,luxury,33,0.0,33,0,0
22700065,aeroforce,unknown,150.82,premium,33,0.0,33,0,0
1801631,artel,electronics.video.tv,334.11,luxury,33,0.0,33,0,0
1307369,lenovo,computers.notebook,316.35,luxury,32,0.03571428571428571,27,0,1
34800283,cantra,unknown,128.7,premium,32,0.0,32,0,0
4803449,sony,electronics.audio.headphone,7.7,budget,32,0.0,32,0,0
13300108,unknown,unknown,115.81,premium,32,0.0,32,0,0
22700799,partner,unknown,119.69,premium,32,0.03571428571428571,27,0,1
29501823,unknown,unknown,74.52,mid-range,32,0.03571428571428571,27,0,1
12701967,cordiant,unknown,32.18,budget,32,0.0,32,0,0
1004461,xiaomi,electronics.smartphone,257.38,premium,32,0.0,32,0,0
45100030,scarlett,unknown,43.73,budget,32,0.0,32,0,0
26300081,lucente,unknown,444.03,luxury,32,0.03571428571428571,27,0,1
12300396,unknown,construction.tools.drill,51.46,mid-range,32,0.0,29,1,0
1003855,xiaomi,electronics.smartphone,140.91,premium,32,0.0,32,0,0
12701398,yokohama,unknown,70.14,mid-range,32,0.16666666666666666,14,1,3
12718066,unknown,unknown,38.61,budget,32,0.0,32,0,0
5100466,elari,electronics.clocks,35.81,budget,32,0.0,32,0,0
4804301,xiaomi,electronics.audio.headphone,77.17,mid-range,32,0.0,32,0,0
12714112,triangle,unknown,36.81,budget,32,0.041666666666666664,21,2,1
2700406,unknown,appliances.kitchen.refrigerators,262.5,luxury,32,0.08333333333333333,22,0,2
1306310,apple,computers.notebook,1352.42,luxury,32,0.0,32,0,0
2601600,shivaki,unknown,128.42,premium,32,0.0,32,0,0
15100106,imperial,unknown,669.23,luxury,32,0.0,32,0,0
26200143,unknown,unknown,153.93,premium,32,0.0,32,0,0
4200541,elenberg,appliances.environment.air_conditioner,128.68,premium,32,0.0,32,0,0
16400165,verloni,unknown,62.25,mid-range,32,0.0,32,0,0
42600162,unknown,unknown,38.61,budget,32,0.03571428571428571,27,0,1
12709740,yokohama,unknown,49.04,mid-range,32,0.0,32,0,0
26300079,lucente,unknown,331.28,luxury,32,0.0,32,0,0
28716931,unknown,apparel.shoes,29.34,budget,32,0.0,32,0,0
8800969,fly,electronics.telephone,9.76,budget,32,0.03571428571428571,27,0,1
1004944,samsung,electronics.smartphone,849.13,luxury,32,0.0,29,1,0
44500023,omabelle,unknown,1171.2,luxury,32,0.03571428571428571,27,0,1
28717850,unknown,apparel.shoes,167.83,premium,32,0.0,32,0,0
1005168,samsung,electronics.smartphone,252.25,premium,32,0.0,32,0,0
30000048,unknown,construction.tools.welding,118.9,premium,32,0.0,32,0,0
1307229,lenovo,computers.notebook,887.57,luxury,32,0.03571428571428571,27,0,1
15200519,bars,unknown,54.06,mid-range,32,0.0,32,0,0
1003706,huawei,electronics.smartphone,128.42,premium,32,0.03571428571428571,27,0,1
1005133,apple,electronics.smartphone,1619.09,luxury,32,0.041666666666666664,21,2,1
3700869,samsung,appliances.environment.vacuum,89.86,mid-range,31,0.0,28,1,0
22700205,matrix,unknown,20.78,budget,31,0.0,31,0,0
17300132,montale,unknown,128.67,premium,31,0.45454545454545453,6,0,5
1004757,meizu,electronics.smartphone,92.38,mid-range,31,0.037037037037037035,26,0,1
3900821,aqua,appliances.environment.water_heater,33.2,budget,31,0.0,31,0,0
31500151,luminarc,unknown,36.0,budget,31,0.0,31,0,0
5701256,unknown,auto.accessories.player,64.33,mid-range,31,0.0,31,0,0
4802930,elari,electronics.audio.headphone,51.46,mid-range,31,0.0,31,0,0
21404575,casio,electronics.clocks,31.12,budget,31,0.08695652173913043,21,0,2
10800132,redmond,unknown,22.91,budget,31,0.0,31,0,0
1004214,xiaomi,electronics.smartphone,334.24,luxury,31,0.0,31,0,0
12300485,crown,construction.tools.drill,62.04,mid-range,31,0.0,31,0,0
6200914,unknown,appliances.environment.air_heater,25.2,budget,31,0.043478260869565216,20,2,1
1500075,canon,computers.peripherals.printer,146.46,premium,31,0.0,28,1,0
8700289,elenberg,appliances.personal.hair_cutter,23.14,budget,31,0.037037037037037035,26,0,1
1004356,apple,electronics.smartphone,1477.26,luxury,31,0.0,31,0,0
2700588,indesit,appliances.kitchen.refrigerators,295.99,luxury,31,0.0,28,1,0
5800116,hertz,electronics.audio.subwoofer,82.7,mid-range,31,0.0,31,0,0
1201231,huawei,electronics.tablet,100.72,mid-range,31,0.0,28,1,0
2601807,artel,unknown,149.6,premium,31,0.0,31,0,0
28712327,baden,apparel.shoes,86.23,mid-range,31,0.0,31,0,0
22700795,partner,unknown,82.11,mid-range,31,0.0,31,0,0
22700069,force,unknown,39.64,budget,31,0.0,31,0,0
8800048,nokia,electronics.telephone,22.55,budget,31,0.0,31,0,0
3700683,tefal,appliances.environment.vacuum,118.33,premium,31,0.037037037037037035,26,0,1
6100130,ibox,auto.accessories.radar,63.06,mid-range,31,0.0,25,2,0
14700205,sv,furniture.living_room.cabinet,282.89,luxury,31,0.0,31,0,0
12706655,nokian,unknown,45.82,budget,31,0.037037037037037035,26,0,1
12300261,dewalt,construction.tools.drill,114.65,premium,31,0.0,31,0,0
2900090,samsung,appliances.kitchen.microwave,102.73,mid-range,31,0.0,31,0,0
4803107,jbl,electronics.audio.headphone,115.81,premium,31,0.0,31,0,0
17200559,unknown,furniture.living_room.sofa,591.78,luxury,31,0.0,31,0,0
11500273,jbl,unknown,97.27,mid-range,31,0.0,31,0,0
3601278,bosch,appliances.kitchen.washer,385.85,luxury,31,0.0,31,0,0
2701879,beko,appliances.kitchen.refrigerators,288.27,luxury,31,0.0,31,0,0
3601406,beko,appliances.kitchen.washer,213.33,premium,31,0.037037037037037035,26,0,1
2600286,unknown,unknown,171.69,premium,31,0.0,31,0,0
1003854,samsung,electronics.smartphone,200.52,premium,31,0.0,31,0,0
1004814,honor,electronics.smartphone,231.64,premium,31,0.0,31,0,0
1004617,xiaomi,electronics.smartphone,499.37,luxury,31,0.0,31,0,0
1801537,haier,electronics.video.tv,360.26,luxury,30,0.09090909090909091,20,0,2
4803929,jbl,electronics.audio.headphone,54.03,mid-range,30,0.09090909090909091,20,0,2
7004508,belecoo,kids.carriage,102.86,mid-range,30,0.038461538461538464,25,0,1
6200971,willmark,appliances.environment.air_heater,10.27,budget,30,0.0,30,0,0
11800030,sony,unknown,378.13,luxury,30,0.038461538461538464,25,0,1
5300213,rowenta,unknown,41.39,budget,30,0.038461538461538464,25,0,1
4700671,xiaomi,auto.accessories.videoregister,48.39,budget,30,0.09090909090909091,20,0,2
19200049,eurolux,construction.tools.saw,76.91,mid-range,30,0.0,24,2,0
26500121,lucente,unknown,97.56,mid-range,30,0.0,30,0,0
2501301,beko,appliances.kitchen.oven,213.14,premium,30,0.0,30,0,0
12300394,unknown,construction.tools.drill,46.82,budget,30,0.0,27,1,0
1004225,apple,electronics.smartphone,1013.36,luxury,30,0.0,30,0,0
3700851,vitek,appliances.environment.vacuum,61.75,mid-range,30,0.0,30,0,0
12202301,phoenix,sport.bicycle,205.9,premium,30,0.0,30,0,0
3700755,samsung,appliances.environment.vacuum,95.21,mid-range,30,0.038461538461538464,25,0,1
2800594,indesit,appliances.kitchen.refrigerators,313.8,luxury,30,0.0,30,0,0
1480704,pulser,computers.desktop,478.75,luxury,30,0.16666666666666666,15,0,3
30000133,magnetta,construction.tools.welding,250.97,premium,30,0.0,30,0,0
27300018,unknown,unknown,56.96,mid-range,30,0.09090909090909091,20,0,2
5700282,alpine,auto.accessories.player,142.86,premium,30,0.0,30,0,0
6000207,starline,auto.accessories.alarm,157.53,premium,30,0.0,30,0,0
29501031,unknown,unknown,9.27,budget,30,0.09090909090909091,20,0,2
18000919,samsung,unknown,18.79,budget,30,0.0,30,0,0
1801551,haier,electronics.video.tv,463.31,luxury,30,0.038461538461538464,25,0,1
26402813,lucente,unknown,275.68,luxury,30,0.038461538461538464,25,0,1
10800048,redmond,unknown,66.29,mid-range,30,0.0,30,0,0
1307240,asus,computers.notebook,385.82,luxury,30,0.0,30,0,0
5100576,apple,electronics.clocks,425.2,luxury,30,0.0,24,2,0
25800005,omron,medicine.tools.tonometer,42.68,budget,30,0.0,30,0,0
3700937,karcher,appliances.environment.vacuum,235.79,premium,30,0.0,30,0,0
1003428,meizu,electronics.smartphone,409.18,luxury,30,0.0,30,0,0
5000220,janome,appliances.sewing_machine,101.26,mid-range,30,0.038461538461538464,25,0,1
14701074,unknown,furniture.living_room.cabinet,385.85,luxury,30,0.038461538461538464,25,0,1
2900214,ava,appliances.kitchen.microwave,56.6,mid-range,30,0.0,30,0,0
1004228,apple,electronics.smartphone,1142.86,luxury,30,0.05,16,3,1
17300752,versace,unknown,59.2,mid-range,30,0.045454545454545456,19,2,1
1004140,xiaomi,electronics.smartphone,119.18,premium,29,0.0,29,0,0
1801874,kivi,electronics.video.tv,488.82,luxury,29,0.0,29,0,0
27900032,unknown,unknown,51.22,mid-range,29,0.0,29,0,0
16100792,bergner,unknown,42.43,budget,29,0.04,24,0,1
18300155,lenovo,accessories.bag,10.27,budget,29,0.0,29,0,0
16100032,rondell,unknown,72.05,mid-range,29,0.09523809523809523,19,0,2
19100020,unknown,construction.tools.saw,60.23,mid-range,29,0.09523809523809523,19,0,2
9300037,lg,unknown,200.52,premium,29,0.04,24,0,1
15100214,unknown,unknown,746.48,luxury,29,0.0,29,0,0
2601861,artel,unknown,175.11,premium,29,0.0,29,0,0
1480733,pulser,computers.desktop,700.12,luxury,29,0.0,29,0,0
3100640,redmond,appliances.kitchen.blender,56.23,mid-range,29,0.0,29,0,0
22700081,stels,unknown,118.41,premium,29,0.0,29,0,0
11500439,sven,unknown,11.81,budget,29,0.04,24,0,1
7005191,belecoo,kids.carriage,185.37,premium,29,0.0,29,0,0
26800034,gf,unknown,566.22,luxury,29,0.0,29,0,0
2800432,unknown,appliances.kitchen.refrigerators,200.26,premium,29,0.0,29,0,0
15900112,rondell,unknown,56.6,mid-range,29,0.0,29,0,0
2701737,unknown,appliances.kitchen.refrigerators,228.47,premium,29,0.0,29,0,0
1307054,apple,computers.notebook,1428.58,luxury,29,0.04,24,0,1
8800028,texet,electronics.telephone,43.5,budget,29,0.0,29,0,0
4700680,ibox,auto.accessories.videoregister,60.23,mid-range,29,0.0,29,0,0
17300817,unknown,unknown,42.47,budget,29,0.04,24,0,1
6201019,unknown,appliances.environment.air_heater,36.53,budget,29,0.0,29,0,0
1002628,apple,electronics.smartphone,397.95,luxury,29,0.0,29,0,0
12706259,nokian,unknown,53.54,mid-range,29,0.043478260869565216,21,1,1
3601508,midea,appliances.kitchen.washer,218.77,premium,29,0.04,24,0,1
1307096,lenovo,computers.notebook,370.41,luxury,29,0.0,29,0,0
1700652,samsung,computers.peripherals.monitor,102.91,mid-range,29,0.0,29,0,0
3200478,redmond,appliances.kitchen.meat_grinder,77.2,mid-range,29,0.0,29,0,0
6300361,elenberg,appliances.kitchen.kettle,16.71,budget,29,0.17647058823529413,14,0,3
26400611,unknown,unknown,225.49,premium,29,0.04,24,0,1
3700828,philips,appliances.environment.vacuum,257.38,premium,29,0.0,29,0,0
12709178,triangle,unknown,45.05,budget,29,0.0,29,0,0
16300112,unknown,unknown,37.32,budget,29,0.09523809523809523,19,0,2
12300489,crown,construction.tools.drill,27.8,budget,29,0.0,29,0,0
5300481,vitek,unknown,19.82,budget,29,0.0,23,2,0
15100252,unknown,unknown,1222.68,luxury,29,0.04,24,0,1
5100263,wonlex,electronics.clocks,29.6,budget,29,0.0,29,0,0
5100571,apple,electronics.clocks,435.95,luxury,29,0.047619047619047616,18,2,1
5100738,samsung,electronics.clocks,154.16,premium,29,0.0,29,0,0
2602121,dauscher,unknown,316.58,luxury,29,0.0,29,0,0
1004940,vivo,electronics.smartphone,141.29,premium,29,0.0,26,1,0
4300070,timberk,unknown,38.59,budget,29,0.0,29,0,0
3701088,bosch,appliances.environment.vacuum,102.88,mid-range,29,0.043478260869565216,21,1,1
1005164,xiaomi,electronics.smartphone,295.76,luxury,29,0.0,29,0,0
2601975,king,unknown,138.97,premium,29,0.0,29,0,0
3800979,tefal,appliances.iron,69.42,mid-range,29,0.0,29,0,0
12718925,triangle,unknown,52.12,mid-range,29,0.0,29,0,0
2900852,dauscher,appliances.kitchen.microwave,60.75,mid-range,29,0.0,29,0,0
3800751,redmond,appliances.iron,36.01,budget,29,0.04,24,0,1
3601212,lg,appliances.kitchen.washer,411.59,luxury,28,0.0,25,1,0
2601938,artel,unknown,139.69,premium,28,0.0,28,0,0
3700748,samsung,appliances.environment.vacuum,99.75,mid-range,28,0.0,28,0,0
5700799,kenwood,auto.accessories.player,59.2,mid-range,28,0.0,28,0,0
3701164,bosch,appliances.environment.vacuum,90.02,mid-range,28,0.0,28,0,0
3601402,lg,appliances.kitchen.washer,470.87,luxury,28,0.0,22,2,0
21401209,casio,electronics.clocks,72.07,mid-range,28,0.0,28,0,0
1004819,xiaomi,electronics.smartphone,169.63,premium,28,0.0,28,0,0
15700011,sv,unknown,231.41,premium,28,0.041666666666666664,23,0,1
21403078,casio,electronics.clocks,39.05,budget,28,0.0,28,0,0
31501163,luminarc,unknown,128.45,premium,28,0.0,28,0,0
3701141,tefal,appliances.environment.vacuum,239.13,premium,28,0.0,28,0,0
6000282,starline,auto.accessories.alarm,60.23,mid-range,28,0.0,28,0,0
5700793,kenwood,auto.accessories.player,180.18,premium,28,0.0,28,0,0
3200371,elenberg,appliances.kitchen.meat_grinder,30.86,budget,28,0.041666666666666664,23,0,1
1003934,lg,electronics.smartphone,344.9,luxury,28,0.0,28,0,0
29502248,unknown,unknown,45.17,budget,28,0.0,28,0,0
5700623,jvc,auto.accessories.player,74.65,mid-range,28,0.041666666666666664,23,0,1
7005059,babytime,kids.carriage,62.52,mid-range,28,0.0,28,0,0
1801909,samsung,electronics.video.tv,810.57,luxury,28,0.041666666666666664,23,0,1
16400012,rondell,unknown,61.75,mid-range,28,0.041666666666666664,23,0,1
6200688,oasis,appliances.environment.air_heater,28.7,budget,28,0.0,28,0,0
8500123,unknown,unknown,191.16,premium,28,0.0,28,0,0
5100573,apple,electronics.clocks,463.0,luxury,28,0.0,28,0,0
5000487,janome,appliances.sewing_machine,1281.74,luxury,28,0.041666666666666664,23,0,1
41100009,unknown,unknown,38.59,budget,28,0.0,28,0,0
28716679,respect,apparel.shoes,120.72,premium,28,0.0,28,0,0
14300017,cortland,electronics.audio.music_tools.piano,76.96,mid-range,28,0.1,18,0,2
9300078,lg,unknown,256.88,premium,28,0.0,28,0,0
1480607,pulser,computers.desktop,1763.21,luxury,28,0.041666666666666664,23,0,1
2201094,nikon,unknown,411.59,luxury,28,0.0,25,1,0
1801514,haier,electronics.video.tv,154.42,premium,28,0.0,28,0,0
1004582,meizu,electronics.smartphone,133.59,premium,28,0.041666666666666664,23,0,1
3601241,lg,appliances.kitchen.washer,350.71,luxury,28,0.0,28,0,0
10800076,redmond,unknown,54.03,mid-range,28,0.0,28,0,0
26201858,unknown,unknown,235.01,premium,28,0.041666666666666664,23,0,1
3700791,lg,appliances.environment.vacuum,141.0,premium,28,0.0,28,0,0
5800865,edge,electronics.audio.subwoofer,160.85,premium,28,0.041666666666666664,23,0,1
26200580,lucente,unknown,226.78,premium,28,0.041666666666666664,23,0,1
4700542,anytek,auto.accessories.videoregister,79.8,mid-range,28,0.0,28,0,0
15100375,unknown,unknown,630.36,luxury,28,0.0,28,0,0
28715121,baden,apparel.shoes.keds,51.22,mid-range,28,0.0,28,0,0
1004972,samsung,electronics.smartphone,1158.05,luxury,28,0.0,28,0,0
1306774,lenovo,computers.notebook,746.45,luxury,28,0.0,28,0,0
8800444,nokia,electronics.telephone,46.59,budget,28,0.041666666666666664,23,0,1
25800007,omron,medicine.tools.tonometer,51.43,mid-range,28,0.041666666666666664,23,0,1
1003991,lg,electronics.smartphone,216.2,premium,28,0.0,28,0,0
42500002,brw,unknown,434.76,luxury,28,0.0,28,0,0
2702050,lg,appliances.kitchen.refrigerators,489.96,luxury,28,0.0,28,0,0
2701683,beko,appliances.kitchen.refrigerators,237.94,premium,28,0.041666666666666664,23,0,1
2601446,dauscher,unknown,437.57,luxury,28,0.0,28,0,0
26401640,unknown,unknown,205.93,premium,27,0.043478260869565216,22,0,1
26300510,unknown,unknown,1332.88,luxury,27,0.0,27,0,0
1005082,honor,electronics.smartphone,643.49,luxury,27,0.0,27,0,0
2401882,artel,appliances.kitchen.hood,61.24,mid-range,27,0.10526315789473684,17,0,2
12202338,torrent,sport.bicycle,115.81,premium,27,0.043478260869565216,22,0,1
16000960,dauscher,unknown,20.85,budget,27,0.0,27,0,0
5300096,remington,unknown,59.17,mid-range,27,0.11764705882352941,14,1,2
15600034,sv,unknown,617.52,luxury,27,0.0,27,0,0
5100771,xiaomi,unknown,76.94,mid-range,27,0.0,27,0,0
6300739,vitek,appliances.kitchen.kettle,20.34,budget,27,0.0,27,0,0
1004993,oneplus,electronics.smartphone,591.75,luxury,27,0.0,27,0,0
2601980,unknown,unknown,107.85,mid-range,27,0.0,27,0,0
3100927,elenberg,appliances.kitchen.blender,25.71,budget,27,0.043478260869565216,22,0,1
26300101,lucente,unknown,172.21,premium,27,0.0,27,0,0
9300012,lg,unknown,159.33,premium,27,0.0,27,0,0
12706258,nokian,unknown,60.23,mid-range,27,0.0,27,0,0
1201472,samsung,electronics.tablet,479.03,luxury,27,0.0,27,0,0
1500259,epson,computers.peripherals.printer,154.18,premium,27,0.0,24,1,0
5000701,janome,appliances.sewing_machine,167.29,premium,27,0.2,12,0,3
3500046,kenwood,unknown,398.95,luxury,27,0.0,27,0,0
5100846,xiaomi,electronics.clocks,180.16,premium,27,0.0,27,0,0
1004450,xiaomi,electronics.smartphone,202.84,premium,27,0.0,27,0,0
1305567,hp,computers.notebook,288.04,luxury,27,0.0,27,0,0
26201610,unknown,unknown,186.22,premium,27,0.0,27,0,0
1500440,epson,computers.peripherals.printer,174.75,premium,27,0.043478260869565216,22,0,1
6200949,unknown,appliances.environment.air_heater,10.17,budget,27,0.0,24,1,0
26400293,lucente,unknown,225.49,premium,27,0.0,27,0,0
44700001,pt-group,unknown,56.63,mid-range,27,0.0,27,0,0
2702590,dauscher,appliances.kitchen.refrigerators,198.18,premium,27,0.043478260869565216,22,0,1
22900039,ikea,furniture.bedroom.pillow,6.92,budget,27,0.0,27,0,0
1005155,prestigio,electronics.smartphone,38.59,budget,27,0.043478260869565216,22,0,1
19100228,unknown,construction.tools.saw,216.22,premium,27,0.0,27,0,0
1801848,tcl,electronics.video.tv,269.22,luxury,27,0.043478260869565216,22,0,1
12300181,dewalt,construction.tools.drill,319.94,luxury,27,0.0,27,0,0
15100378,lider,unknown,433.96,luxury,27,0.0,27,0,0
3701404,dauscher,appliances.environment.vacuum,50.94,mid-range,27,0.043478260869565216,22,0,1
8801027,philips,electronics.telephone,76.26,mid-range,27,0.13333333333333333,11,2,2
13200834,unknown,furniture.bedroom.bed,155.19,premium,27,0.0,27,0,0
31501166,carlsbad,unknown,281.04,luxury,27,0.0,27,0,0
3200136,unknown,appliances.kitchen.meat_grinder,56.6,mid-range,27,0.0,27,0,0
1004743,xiaomi,electronics.smartphone,76.96,mid-range,27,0.0,27,0,0
5100403,garmin,electronics.clocks,180.16,premium,27,0.043478260869565216,22,0,1
1004820,honor,electronics.smartphone,368.07,luxury,27,0.0,27,0,0
49100000,neoline,unknown,170.03,premium,27,0.0,27,0,0
26400297,lucente,unknown,137.97,premium,27,0.043478260869565216,22,0,1
11000101,philips,appliances.kitchen.toster,28.29,budget,27,0.043478260869565216,22,0,1
2501816,artel,appliances.kitchen.oven,41.44,budget,27,0.0,27,0,0
15100362,unknown,unknown,284.18,luxury,27,0.0,27,0,0
1004500,oppo,electronics.smartphone,308.86,luxury,27,0.0,27,0,0
12100567,unknown,kids.skates,46.08,budget,27,0.0,27,0,0
23000192,toyota,unknown,39.9,budget,27,0.0,27,0,0
5100285,xiaomi,unknown,102.7,mid-range,26,0.0,26,0,0
28715757,nexpero,apparel.shoes.keds,107.85,mid-range,26,0.0,26,0,0
1002098,samsung,electronics.smartphone,409.02,luxury,26,0.0,26,0,0
28703613,reebok,apparel.shoes.keds,118.15,premium,26,0.0,26,0,0
13200244,unknown,furniture.bedroom.bed,87.52,mid-range,26,0.045454545454545456,21,0,1
6800659,kingston,computers.components.hdd,66.67,mid-range,26,0.05555555555555555,15,2,1
15100072,imperial,unknown,669.23,luxury,26,0.0,26,0,0
12300393,unknown,construction.tools.drill,39.1,budget,26,0.0,20,2,0
3900739,haier,appliances.environment.water_heater,64.33,mid-range,26,0.1111111111111111,16,0,2
17301049,chanel,unknown,216.22,premium,26,0.0,26,0,0
1801852,tcl,electronics.video.tv,385.05,luxury,26,0.045454545454545456,21,0,1
2500360,bosch,appliances.kitchen.oven,321.73,luxury,26,0.0,26,0,0
45300033,lorelli,kids.swing,73.17,mid-range,26,0.045454545454545456,21,0,1
28100989,unknown,unknown,86.75,mid-range,26,0.0,26,0,0
21407206,tissot,electronics.clocks,715.59,luxury,26,0.0,26,0,0
5800140,sony,electronics.audio.subwoofer,41.19,budget,26,0.0,26,0,0
26400314,lucente,unknown,290.35,luxury,26,0.0,26,0,0
28712684,marcomen,apparel.shoes,100.65,mid-range,26,0.0,26,0,0
31500053,luminarc,unknown,41.16,budget,26,0.0,26,0,0
6200292,elenberg,appliances.environment.air_heater,48.88,mid-range,26,0.0,26,0,0
2700598,indesit,appliances.kitchen.refrigerators,330.97,luxury,26,0.0,26,0,0
26400393,unknown,unknown,47.88,budget,26,0.0,26,0,0
42000000,broomer,unknown,362.94,luxury,26,0.0,26,0,0
2800403,unknown,appliances.kitchen.refrigerators,204.33,premium,26,0.0,26,0,0
12300066,bosch,construction.tools.drill,123.56,premium,26,0.0,26,0,0
2900634,elenberg,appliances.kitchen.oven,97.79,mid-range,26,0.0,26,0,0
1307255,lenovo,computers.notebook,514.79,luxury,26,0.045454545454545456,21,0,1
7005237,unknown,kids.carriage,102.65,mid-range,26,0.045454545454545456,21,0,1
1306133,xiaomi,computers.notebook,1029.37,luxury,26,0.0,26,0,0
1002974,huawei,electronics.smartphone,149.3,premium,26,0.0,26,0,0
5100570,apple,electronics.clocks,461.24,luxury,26,0.045454545454545456,21,0,1
2701646,indesit,appliances.kitchen.refrigerators,270.02,luxury,26,0.0,26,0,0
39600013,bestway,unknown,85.51,mid-range,26,0.045454545454545456,21,0,1
4700392,sho-me,auto.accessories.videoregister,166.63,premium,26,0.0,26,0,0
2900339,midea,appliances.kitchen.microwave,48.88,mid-range,26,0.0,26,0,0
22700680,bosch,unknown,7.98,budget,26,0.045454545454545456,21,0,1
1307325,hp,computers.notebook,396.17,luxury,26,0.045454545454545456,21,0,1
14701406,unknown,furniture.living_room.cabinet,128.68,premium,26,0.045454545454545456,21,0,1
12711630,yokohama,unknown,74.65,mid-range,26,0.05,18,1,1
26403421,unknown,unknown,65.64,mid-range,26,0.0,26,0,0
1801516,haier,electronics.video.tv,295.99,luxury,26,0.0,26,0,0
38900028,unknown,unknown,38.59,budget,26,0.0,26,0,0
10900314,scarlett,appliances.kitchen.mixer,21.42,budget,26,0.0,23,1,0
19200119,stihl,construction.tools.saw,198.2,premium,26,0.0,26,0,0
3601479,indesit,appliances.kitchen.washer,187.65,premium,26,0.0,26,0,0
16000305,rondell,unknown,77.19,mid-range,26,0.0,26,0,0
2600283,unknown,unknown,131.02,premium,26,0.1111111111111111,16,0,2
27400001,oral-b,unknown,17.99,budget,26,0.0,26,0,0
1003943,xiaomi,electronics.smartphone,164.74,premium,26,0.0,26,0,0
12400207,makita,construction.tools.drill,174.26,premium,26,0.045454545454545456,21,0,1
25400008,unknown,unknown,43.48,budget,26,0.045454545454545456,21,0,1
1801988,elenberg,electronics.video.tv,130.55,premium,26,0.045454545454545456,21,0,1
12701400,yokohama,unknown,88.55,mid-range,26,0.05,18,1,1
2701306,samsung,appliances.kitchen.refrigerators,514.79,luxury,26,0.0,26,0,0
3200513,bosch,appliances.kitchen.meat_grinder,110.43,premium,26,0.1111111111111111,16,0,2
22700208,stels,unknown,75.94,mid-range,26,0.0,26,0,0
4804102,huawei,electronics.audio.headphone,102.94,mid-range,26,0.0,26,0,0
1003527,xiaomi,electronics.smartphone,201.43,premium,26,0.0,26,0,0
42600065,sparta,unknown,13.77,budget,26,0.045454545454545456,21,0,1
6200712,oasis,appliances.environment.air_heater,23.66,budget,26,0.045454545454545456,21,0,1
12600003,maxwell,appliances.kitchen.grill,69.24,mid-range,25,0.047619047619047616,20,0,1
6201128,hyundai,appliances.environment.air_heater,12.15,budget,25,0.047619047619047616,20,0,1
3601279,samsung,appliances.kitchen.washer,1184.05,luxury,25,0.047619047619047616,20,0,1
2501751,artel,appliances.kitchen.oven,41.08,budget,25,0.0,25,0,0
26800013,housefit,unknown,334.63,luxury,25,0.0,25,0,0
5100802,canyon,unknown,18.02,budget,25,0.047619047619047616,20,0,1
6200259,midea,appliances.environment.air_heater,66.67,mid-range,25,0.047619047619047616,20,0,1
4802401,samsung,electronics.audio.headphone,45.53,budget,25,0.047619047619047616,20,0,1
4700476,xiaomi,auto.accessories.videoregister,50.19,mid-range,25,0.0,25,0,0
5700580,pioneer,auto.accessories.player,56.63,mid-range,25,0.0,25,0,0
28703635,nike,apparel.shoes.keds,115.58,premium,25,0.0,25,0,0
4800730,sony,electronics.audio.headphone,6.15,budget,25,0.058823529411764705,14,2,1
21401225,casio,electronics.clocks,48.62,budget,25,0.0,25,0,0
6000276,alligator,auto.accessories.alarm,38.61,budget,25,0.047619047619047616,20,0,1
17200728,rals,furniture.living_room.sofa,778.87,luxury,25,0.0,25,0,0
49800019,ritmix,accessories.bag,3.93,budget,25,0.0,25,0,0
7600132,tp-link,unknown,20.05,budget,25,0.0,25,0,0
1306534,xiaomi,computers.notebook,720.48,luxury,25,0.0,25,0,0
12400148,unknown,construction.tools.drill,51.46,mid-range,25,0.11764705882352941,15,0,2
1003798,nokia,electronics.smartphone,639.53,luxury,25,0.0,25,0,0
5100667,unknown,electronics.clocks,66.88,mid-range,25,0.0,25,0,0
12300304,alteco,construction.tools.drill,39.64,budget,25,0.047619047619047616,20,0,1
4100219,microsoft,unknown,476.18,luxury,25,0.047619047619047616,20,0,1
25510071,gerat,unknown,57.39,mid-range,25,0.0,25,0,0
3600165,indesit,appliances.kitchen.washer,180.16,premium,25,0.0,25,0,0
3601248,indesit,appliances.kitchen.washer,180.13,premium,25,0.047619047619047616,20,0,1
1801382,toshiba,electronics.video.tv,511.98,luxury,25,0.0,25,0,0
22700094,unknown,unknown,91.38,mid-range,25,0.047619047619047616,20,0,1
26400268,lucente,unknown,181.47,premium,25,0.0,25,0,0
5000318,janome,appliances.sewing_machine,136.17,premium,25,0.0,25,0,0
